[x86] Gathering all referenced SSDTs from KTHREADs...
  Entry 0x1143: 0xbf8010aa (NtUserCallOneParam) owned by win32k.sys
  Entry 0x1144: 0xbf889a71 (NtUserCallTwoParam) owned by win32k.sys
  Entry 0x1145: 0xbf8eb94f (NtUserChangeClipboardChain) owned by win32k.sys
  Entry 0x1146: 0xbf8622ec (NtUserChangeDisplaySettings) owned by win32k.sys
  Entry 0x1147: 0xbf89f560 (NtUserCheckImeHotKey) owned by win32k.sys
  Entry 0x1148: 0xbf8cd20a (NtUserCheckMenuItem) owned by win32k.sys
  Entry 0x1149: 0xbf83fabc (NtUserChildWindowFromPointEx) owned by win32k.sys
  Entry 0x114a: 0xbf8fa6ee (NtUserClipCursor) owned by win32k.sys
  Entry 0x114b: 0xbf8c60b0 (NtUserCloseClipboard) owned by win32k.sys
  Entry 0x114c: 0xbf89e4b0 (NtUserCloseDesktop) owned by win32k.sys
  Entry 0x114d: 0xbf89e572 (NtUserCloseWindowStation) owned by win32k.sys
  Entry 0x114e: 0xbf8259d0 (NtUserConsoleControl) owned by win32k.sys
  Entry 0x114f: 0xbf8e8d5f (NtUserConvertMemHandle) owned by win32k.sys
  Entry 0x1150: 0xbf90ecff (NtUserCopyAcceleratorTable) owned by win32k.sys
  Entry 0x1151: 0xbf8ecfed (NtUserCountClipboardFormats) owned by win32k.sys
  Entry 0x1152: 0xbf89f205 (NtUserCreateAcceleratorTable) owned by win32k.sys
  Entry 0x1153: 0xbf8b8a4b (NtUserCreateCaret) owned by win32k.sys
  Entry 0x1154: 0xbf848cd1 (NtUserCreateDesktop) owned by win32k.sys
  Entry 0x1155: 0xbf915a0d (NtUserCreateInputContext) owned by win32k.sys
  Entry 0x1156: 0xbf8ebcaa (NtUserCreateLocalMemHandle) owned by win32k.sys
  Entry 0x1157: 0xbf892d31 (NtUserCreateWindowEx) owned by win32k.sys
  Entry 0x1158: 0xbf849324 (NtUserCreateWindowStation) owned by win32k.sys
  Entry 0x1159: 0xbf913247 (NtUserDdeGetQualityOfService) owned by win32k.sys
  Entry 0x115a: 0xbf8472bf (NtUserDdeInitialize) owned by win32k.sys
  Entry 0x115b: 0xbf913177 (NtUserDdeSetQualityOfService) owned by win32k.sys
  Entry 0x115c: 0xbf8bac1d (NtUserDeferWindowPos) owned by win32k.sys
  Entry 0x115d: 0xbf8bafe3 (NtUserDefSetText) owned by win32k.sys
  Entry 0x115e: 0xbf8b8e77 (NtUserDeleteMenu) owned by win32k.sys
  Entry 0x115f: 0xbf8fa68d (NtUserDestroyAcceleratorTable) owned by win32k.sys
  Entry 0x1160: 0xbf88bae9 (NtUserDestroyCursor) owned by win32k.sys
  Entry 0x1161: 0xbf915a5d (NtUserDestroyInputContext) owned by win32k.sys
  Entry 0x1162: 0xbf86a8dc (NtUserDestroyMenu) owned by win32k.sys
  Entry 0x1163: 0xbf8b91f0 (NtUserDestroyWindow) owned by win32k.sys
  Entry 0x1164: 0xbf9161b3 (NtUserDisableThreadIme) owned by win32k.sys
  Entry 0x1165: 0xbf80ec35 (NtUserDispatchMessage) owned by win32k.sys
  Entry 0x1166: 0xbf9142b8 (NtUserDragDetect) owned by win32k.sys
  Entry 0x1167: 0xbf91271d (NtUserDragObject) owned by win32k.sys
  Entry 0x1168: 0xbf913417 (NtUserDrawAnimatedRects) owned by win32k.sys
  Entry 0x1169: 0xbf9134da (NtUserDrawCaption) owned by win32k.sys
  Entry 0x116a: 0xbf90caa4 (NtUserDrawCaptionTemp) owned by win32k.sys
  Entry 0x116b: 0xbf8921e9 (NtUserDrawIconEx) owned by win32k.sys
  Entry 0x116c: 0xbf914485 (NtUserDrawMenuBarTemp) owned by win32k.sys
  Entry 0x116d: 0xbf8e89e4 (NtUserEmptyClipboard) owned by win32k.sys
  Entry 0x116e: 0xbf8c51d6 (NtUserEnableMenuItem) owned by win32k.sys
  Entry 0x116f: 0xbf9130f2 (NtUserEnableScrollBar) owned by win32k.sys
  Entry 0x1170: 0xbf882c5c (NtUserEndDeferWindowPosEx) owned by win32k.sys
  Entry 0x1171: 0xbf913583 (NtUserEndMenu) owned by win32k.sys
  Entry 0x1172: 0xbf81586b (NtUserEndPaint) owned by win32k.sys
  Entry 0x1173: 0xbf866f49 (NtUserEnumDisplayDevices) owned by win32k.sys
  Entry 0x1174: 0xbf88b58f (NtUserEnumDisplayMonitors) owned by win32k.sys
  Entry 0x1175: 0xbf8c0c8f (NtUserEnumDisplaySettings) owned by win32k.sys
  Entry 0x1176: 0xbf9129aa (NtUserEvent) owned by win32k.sys
  Entry 0x1177: 0xbf8c63b1 (NtUserExcludeUpdateRgn) owned by win32k.sys
  Entry 0x1178: 0xbf8ece7f (NtUserFillWindow) owned by win32k.sys
  Entry 0x1179: 0xbf81b622 (NtUserFindExistingCursorIcon) owned by win32k.sys
  Entry 0x117a: 0xbf89c341 (NtUserFindWindowEx) owned by win32k.sys
  Entry 0x117b: 0xbf9165c0 (NtUserFlashWindowEx) owned by win32k.sys
  Entry 0x117c: 0xbf8e6c06 (NtUserGetAltTabInfo) owned by win32k.sys
  Entry 0x117d: 0xbf88286e (NtUserGetAncestor) owned by win32k.sys
  Entry 0x117e: 0xbf915fb2 (NtUserGetAppImeLevel) owned by win32k.sys
  Entry 0x117f: 0xbf8b6b04 (NtUserGetAsyncKeyState) owned by win32k.sys
  Entry 0x1180: 0xbf892f0d (NtUserGetAtomName) owned by win32k.sys
  Entry 0x1181: 0xbf8946b0 (NtUserGetCaretBlinkTime) owned by win32k.sys
  Entry 0x1182: 0xbf8c55f8 (NtUserGetCaretPos) owned by win32k.sys
  Entry 0x1183: 0xbf89599c (NtUserGetClassInfo) owned by win32k.sys
  Entry 0x1184: 0xbf88259f (NtUserGetClassName) owned by win32k.sys
  Entry 0x1185: 0xbf8ebae5 (NtUserGetClipboardData) owned by win32k.sys
  Entry 0x1186: 0xbf8fa2e0 (NtUserGetClipboardFormatName) owned by win32k.sys
  Entry 0x1187: 0xbf8e8ada (NtUserGetClipboardOwner) owned by win32k.sys
  Entry 0x1188: 0xbf8c4546 (NtUserGetClipboardSequenceNumber) owned by win32k.sys
  Entry 0x1189: 0xbf9135c9 (NtUserGetClipboardViewer) owned by win32k.sys
  Entry 0x118a: 0xbf91305a (NtUserGetClipCursor) owned by win32k.sys
  Entry 0x118b: 0xbf912c90 (NtUserGetComboBoxInfo) owned by win32k.sys
  Entry 0x118c: 0xbf82ee86 (NtUserGetControlBrush) owned by win32k.sys
  Entry 0x118d: 0xbf9072b0 (NtUserGetControlColor) owned by win32k.sys
  Entry 0x118e: 0xbf8774c8 (NtUserGetCPD) owned by win32k.sys
  Entry 0x118f: 0xbf82f125 (NtUserGetCursorFrameInfo) owned by win32k.sys
  Entry 0x1190: 0xbf912dad (NtUserGetCursorInfo) owned by win32k.sys
  Entry 0x1191: 0xbf804391 (NtUserGetDC) owned by win32k.sys
  Entry 0x1192: 0xbf8901fb (NtUserGetDCEx) owned by win32k.sys
  Entry 0x1193: 0xbf8911c6 (NtUserGetDoubleClickTime) owned by win32k.sys
  Entry 0x1194: 0xbf876bae (NtUserGetForegroundWindow) owned by win32k.sys
  Entry 0x1195: 0xbf9127e6 (NtUserGetGuiResources) owned by win32k.sys
  Entry 0x1196: 0xbf89cce5 (NtUserGetGUIThreadInfo) owned by win32k.sys
  Entry 0x1197: 0xbf8950eb (NtUserGetIconInfo) owned by win32k.sys
  Entry 0x1198: 0xbf89523b (NtUserGetIconSize) owned by win32k.sys
  Entry 0x1199: 0xbf915e70 (NtUserGetImeHotKey) owned by win32k.sys
  Entry 0x119a: 0xbf915ce0 (NtUserGetImeInfoEx) owned by win32k.sys
  Entry 0x119b: 0xbf912a3b (NtUserGetInternalWindowPos) owned by win32k.sys
  Entry 0x119c: 0xbf88ffd6 (NtUserGetKeyboardLayoutList) owned by win32k.sys
  Entry 0x119d: 0xbf8f4f0b (NtUserGetKeyboardLayoutName) owned by win32k.sys
  Entry 0x119e: 0xbf86fe9b (NtUserGetKeyboardState) owned by win32k.sys
  Entry 0x119f: 0xbf90cdf5 (NtUserGetKeyNameText) owned by win32k.sys
  Entry 0x11a0: 0xbf876e59 (NtUserGetKeyState) owned by win32k.sys
  Entry 0x11a1: 0xbf912d59 (NtUserGetListBoxInfo) owned by win32k.sys
  Entry 0x11a2: 0xbf912eaa (NtUserGetMenuBarInfo) owned by win32k.sys
  Entry 0x11a3: 0xbf913300 (NtUserGetMenuIndex) owned by win32k.sys
  Entry 0x11a4: 0xbf913e34 (NtUserGetMenuItemRect) owned by win32k.sys
  Entry 0x11a5: 0xbf819e6d (NtUserGetMessage) owned by win32k.sys
  Entry 0x11a6: 0xbf913b0f (NtUserGetMouseMovePointsEx) owned by win32k.sys
  Entry 0x11a7: 0xbf81a0e5 (NtUserGetObjectInformation) owned by win32k.sys
  Entry 0x11a8: 0xbf8ecfc1 (NtUserGetOpenClipboardWindow) owned by win32k.sys
  Entry 0x11a9: 0xbf9135f5 (NtUserGetPriorityClipboardFormat) owned by win32k.sys
  Entry 0x11aa: 0xbf819f50 (NtUserGetProcessWindowStation) owned by win32k.sys
  Entry 0x11ab: 0xbf916e40 (NtUserGetRawInputBuffer) owned by win32k.sys
  Entry 0x11ac: 0xbf916740 (NtUserGetRawInputData) owned by win32k.sys
  Entry 0x11ad: 0xbf91691a (NtUserGetRawInputDeviceInfo) owned by win32k.sys
  Entry 0x11ae: 0xbf916c0f (NtUserGetRawInputDeviceList) owned by win32k.sys
  Entry 0x11af: 0xbf916e05 (NtUserGetRegisteredRawInputDevices) owned by win32k.sys
  Entry 0x11b0: 0xbf82d9af (NtUserGetScrollBarInfo) owned by win32k.sys
  Entry 0x11b1: 0xbf89a61b (NtUserGetSystemMenu) owned by win32k.sys
  Entry 0x11b2: 0xbf81a39b (NtUserGetThreadDesktop) owned by win32k.sys
  Entry 0x11b3: 0xbf8799a7 (NtUserGetThreadState) owned by win32k.sys
  Entry 0x11b4: 0xbf890485 (NtUserGetTitleBarInfo) owned by win32k.sys
  Entry 0x11b5: 0xbf890ff3 (NtUserGetUpdateRect) owned by win32k.sys
  Entry 0x11b6: 0xbf8c4ec2 (NtUserGetUpdateRgn) owned by win32k.sys
  Entry 0x11b7: 0xbf803791 (NtUserGetWindowDC) owned by win32k.sys
  Entry 0x11b8: 0xbf8f9a7d (NtUserGetWindowPlacement) owned by win32k.sys
  Entry 0x11b9: 0xbf90f0ab (NtUserGetWOWClass) owned by win32k.sys
  Entry 0x11ba: 0xbf912627 (NtUserHardErrorControl) owned by win32k.sys
  Entry 0x11bb: 0xbf882d36 (NtUserHideCaret) owned by win32k.sys
  Entry 0x11bc: 0xbf91367e (NtUserHiliteMenuItem) owned by win32k.sys
  Entry 0x11bd: 0xbf914420 (NtUserImpersonateDdeClientWindow) owned by win32k.sys
  Entry 0x11be: 0xbf85d7c8 (NtUserInitialize) owned by win32k.sys
  Entry 0x11bf: 0xbf857d0e (NtUserInitializeClientPfnArrays) owned by win32k.sys
  Entry 0x11c0: 0xbf912b1a (NtUserInitTask) owned by win32k.sys
  Entry 0x11c1: 0xbf890581 (NtUserInternalGetWindowText) owned by win32k.sys
  Entry 0x11c2: 0xbf814f02 (NtUserInvalidateRect) owned by win32k.sys
  Entry 0x11c3: 0xbf86a882 (NtUserInvalidateRgn) owned by win32k.sys
  Entry 0x11c4: 0xbf8c450c (NtUserIsClipboardFormatAvailable) owned by win32k.sys
  Entry 0x11c5: 0xbf80e8e3 (NtUserKillTimer) owned by win32k.sys
  Entry 0x11c6: 0xbf83a14e (NtUserLoadKeyboardLayoutEx) owned by win32k.sys
  Entry 0x11c7: 0xbf848f33 (NtUserLockWindowStation) owned by win32k.sys
  Entry 0x11c8: 0xbf8cd151 (NtUserLockWindowUpdate) owned by win32k.sys
  Entry 0x11c9: 0xbf912700 (NtUserLockWorkStation) owned by win32k.sys
  Entry 0x11ca: 0xbf8c7b66 (NtUserMapVirtualKeyEx) owned by win32k.sys
  Entry 0x11cb: 0xbf913f0b (NtUserMenuItemFromPoint) owned by win32k.sys
  Entry 0x11cc: 0xbf80ee79 (NtUserMessageCall) owned by win32k.sys
  Entry 0x11cd: 0xbf910c8d (NtUserMinMaximize) owned by win32k.sys
  Entry 0x11ce: 0xbf9137ce (NtUserMNDragLeave) owned by win32k.sys
  Entry 0x11cf: 0xbf91371e (NtUserMNDragOver) owned by win32k.sys
  Entry 0x11d0: 0xbf8e3a95 (NtUserModifyUserStartupInfoFlags) owned by win32k.sys
  Entry 0x11d1: 0xbf88e648 (NtUserMoveWindow) owned by win32k.sys
  Entry 0x11d2: 0xbf91614e (NtUserNotifyIMEStatus) owned by win32k.sys
  Entry 0x11d3: 0xbf825fd2 (NtUserNotifyProcessCreate) owned by win32k.sys
  Entry 0x11d4: 0xbf8c5181 (NtUserNotifyWinEvent) owned by win32k.sys
  Entry 0x11d5: 0xbf8c602d (NtUserOpenClipboard) owned by win32k.sys
  Entry 0x11d6: 0xbf89e74a (NtUserOpenDesktop) owned by win32k.sys
  Entry 0x11d7: 0xbf84556b (NtUserOpenInputDesktop) owned by win32k.sys
  Entry 0x11d8: 0xbf8f9cc5 (NtUserOpenWindowStation) owned by win32k.sys
  Entry 0x11d9: 0xbf8319e3 (NtUserPaintDesktop) owned by win32k.sys
  Entry 0x11da: 0xbf803680 (NtUserPeekMessage) owned by win32k.sys
  Entry 0x11db: 0xbf8082f2 (NtUserPostMessage) owned by win32k.sys
  Entry 0x11dc: 0xbf89ed29 (NtUserPostThreadMessage) owned by win32k.sys
  Entry 0x11dd: 0xbf863e0d (NtUserPrintWindow) owned by win32k.sys
  Entry 0x11de: 0xbf823d1b (NtUserProcessConnect) owned by win32k.sys
  Entry 0x11df: 0xbf913f9d (NtUserQueryInformationThread) owned by win32k.sys
  Entry 0x11e0: 0xbf915b5a (NtUserQueryInputContext) owned by win32k.sys
  Entry 0x11e1: 0xbf91434b (NtUserQuerySendMessage) owned by win32k.sys
  Entry 0x11e2: 0xbf916257 (NtUserQueryUserCounters) owned by win32k.sys
  Entry 0x11e3: 0xbf80a10d (NtUserQueryWindow) owned by win32k.sys
  Entry 0x11e4: 0xbf912e6c (NtUserRealChildWindowFromPoint) owned by win32k.sys
  Entry 0x11e5: 0xbf845023 (NtUserRealInternalGetMessage) owned by win32k.sys
  Entry 0x11e6: 0xbf913d74 (NtUserRealWaitMessageEx) owned by win32k.sys
  Entry 0x11e7: 0xbf879b7c (NtUserRedrawWindow) owned by win32k.sys
  Entry 0x11e8: 0xbf81f1f9 (NtUserRegisterClassExWOW) owned by win32k.sys
  Entry 0x11e9: 0xbf849710 (NtUserRegisterUserApiHook) owned by win32k.sys
  Entry 0x11ea: 0xbf863351 (NtUserRegisterHotKey) owned by win32k.sys
  Entry 0x11eb: 0xbf916d59 (NtUserRegisterRawInputDevices) owned by win32k.sys
  Entry 0x11ec: 0xbf912c3e (NtUserRegisterTasklist) owned by win32k.sys
  Entry 0x11ed: 0xbf80a3b1 (NtUserRegisterWindowMessage) owned by win32k.sys
  Entry 0x11ee: 0xbf863d35 (NtUserRemoveMenu) owned by win32k.sys
  Entry 0x11ef: 0xbf889ceb (NtUserRemoveProp) owned by win32k.sys
  Entry 0x11f0: 0xbf83db8e (NtUserResolveDesktop) owned by win32k.sys
  Entry 0x11f1: 0xbf917051 (NtUserResolveDesktopForWOW) owned by win32k.sys
  Entry 0x11f2: 0xbf82d856 (NtUserSBGetParms) owned by win32k.sys
  Entry 0x11f3: 0xbf82362b (NtUserScrollDC) owned by win32k.sys
  Entry 0x11f4: 0xbf8ed104 (NtUserScrollWindowEx) owned by win32k.sys
  Entry 0x11f5: 0xbf88e0cf (NtUserSelectPalette) owned by win32k.sys
  Entry 0x11f6: 0xbf8c3223 (NtUserSendInput) owned by win32k.sys
  Entry 0x11f7: 0xbf870bb7 (NtUserSetActiveWindow) owned by win32k.sys
  Entry 0x11f8: 0xbf915f47 (NtUserSetAppImeLevel) owned by win32k.sys
  Entry 0x11f9: 0xbf8b7b71 (NtUserSetCapture) owned by win32k.sys
  Entry 0x11fa: 0xbf86ab1f (NtUserSetClassLong) owned by win32k.sys
  Entry 0x11fb: 0xbf9137eb (NtUserSetClassWord) owned by win32k.sys
  Entry 0x11fc: 0xbf8e8c83 (NtUserSetClipboardData) owned by win32k.sys
  Entry 0x11fd: 0xbf8eb865 (NtUserSetClipboardViewer) owned by win32k.sys
  Entry 0x11fe: 0xbf8324ce (NtUserSetConsoleReserveKeys) owned by win32k.sys
  Entry 0x11ff: 0xbf8770d4 (NtUserSetCursor) owned by win32k.sys
  Entry 0x1200: 0xbf913ded (NtUserSetCursorContents) owned by win32k.sys
  Entry 0x1201: 0xbf89534d (NtUserSetCursorIconData) owned by win32k.sys
  Entry 0x1202: 0xbf913383 (NtUserSetDbgTag) owned by win32k.sys
  Entry 0x1203: 0xbf890977 (NtUserSetFocus) owned by win32k.sys
  Entry 0x1204: 0xbf83a06e (NtUserSetImeHotKey) owned by win32k.sys
  Entry 0x1205: 0xbf915dc5 (NtUserSetImeInfoEx) owned by win32k.sys
  Entry 0x1206: 0xbf91601c (NtUserSetImeOwnerWindow) owned by win32k.sys
  Entry 0x1207: 0xbf825c36 (NtUserSetInformationProcess) owned by win32k.sys
  Entry 0x1208: 0xbf832298 (NtUserSetInformationThread) owned by win32k.sys
  Entry 0x1209: 0xbf912f79 (NtUserSetInternalWindowPos) owned by win32k.sys
  Entry 0x120a: 0xbf8c6491 (NtUserSetKeyboardState) owned by win32k.sys
  Entry 0x120b: 0xbf8518fd (NtUserSetLogonNotifyWindow) owned by win32k.sys
  Entry 0x120c: 0xbf90ccbb (NtUserSetMenu) owned by win32k.sys
  Entry 0x120d: 0xbf9133a6 (NtUserSetMenuContextHelpId) owned by win32k.sys
  Entry 0x120e: 0xbf863cca (NtUserSetMenuDefaultItem) owned by win32k.sys
  Entry 0x120f: 0xbf9133e3 (NtUserSetMenuFlagRtoL) owned by win32k.sys
  Entry 0x1210: 0xbf912672 (NtUserSetObjectInformation) owned by win32k.sys
  Entry 0x1211: 0xbf82ec4f (NtUserSetParent) owned by win32k.sys
  Entry 0x1212: 0xbf89eb3c (NtUserSetProcessWindowStation) owned by win32k.sys
  Entry 0x1213: 0xbf87e31a (NtUserSetProp) owned by win32k.sys
  Entry 0x1214: 0xbf913360 (NtUserSetRipFlags) owned by win32k.sys
  Entry 0x1215: 0xbf80e620 (NtUserSetScrollInfo) owned by win32k.sys
  Entry 0x1216: 0xbf845df9 (NtUserSetShellWindowEx) owned by win32k.sys
  Entry 0x1217: 0xbf913826 (NtUserSetSysColors) owned by win32k.sys
  Entry 0x1218: 0xbf913db4 (NtUserSetSystemCursor) owned by win32k.sys
  Entry 0x1219: 0xbf8f6006 (NtUserSetSystemMenu) owned by win32k.sys
  Entry 0x121a: 0xbf914312 (NtUserSetSystemTimer) owned by win32k.sys
  Entry 0x121b: 0xbf89eb94 (NtUserSetThreadDesktop) owned by win32k.sys
  Entry 0x121c: 0xbf9160cd (NtUserSetThreadLayoutHandles) owned by win32k.sys
  Entry 0x121d: 0xbf82ee4a (NtUserSetThreadState) owned by win32k.sys
  Entry 0x121e: 0xbf803a2b (NtUserSetTimer) owned by win32k.sys
  Entry 0x121f: 0xbf82ecfa (NtUserSetWindowFNID) owned by win32k.sys
  Entry 0x1220: 0xbf889dfb (NtUserSetWindowLong) owned by win32k.sys
  Entry 0x1221: 0xbf839964 (NtUserSetWindowPlacement) owned by win32k.sys
  Entry 0x1222: 0xbf87e0c1 (NtUserSetWindowPos) owned by win32k.sys
  Entry 0x1223: 0xbf89a396 (NtUserSetWindowRgn) owned by win32k.sys
  Entry 0x1224: 0xbf87348c (NtUserSetWindowsHookAW) owned by win32k.sys
  Entry 0x1225: 0xbf86ff5b (NtUserSetWindowsHookEx) owned by win32k.sys
  Entry 0x1226: 0xbf848dd0 (NtUserSetWindowStationUser) owned by win32k.sys
  Entry 0x1227: 0xbf8f4b30 (NtUserSetWindowWord) owned by win32k.sys
  Entry 0x1228: 0xbf8f98eb (NtUserSetWinEventHook) owned by win32k.sys
  Entry 0x1229: 0xbf882d98 (NtUserShowCaret) owned by win32k.sys
  Entry 0x122a: 0xbf8c46a5 (NtUserShowScrollBar) owned by win32k.sys
  Entry 0x122b: 0xbf88fbe9 (NtUserShowWindow) owned by win32k.sys
  Entry 0x122c: 0xbf83da81 (NtUserShowWindowAsync) owned by win32k.sys
  Entry 0x122d: 0xbf8e3b8d (NtUserSoundSentry) owned by win32k.sys
  Entry 0x122e: 0xbf84608e (NtUserSwitchDesktop) owned by win32k.sys
  Entry 0x122f: 0xbf81e78d (NtUserSystemParametersInfo) owned by win32k.sys
  Entry 0x1230: 0xbf90f236 (NtUserTestForInteractiveUser) owned by win32k.sys
  Entry 0x1231: 0xbf8f5f67 (NtUserThunkedMenuInfo) owned by win32k.sys
  Entry 0x1232: 0xbf89979f (NtUserThunkedMenuItemInfo) owned by win32k.sys
  Entry 0x1233: 0xbf913bbf (NtUserToUnicodeEx) owned by win32k.sys
  Entry 0x1234: 0xbf875866 (NtUserTrackMouseEvent) owned by win32k.sys
  Entry 0x1235: 0xbf9139dc (NtUserTrackPopupMenuEx) owned by win32k.sys
  Entry 0x1236: 0xbf8906ec (NtUserCalcMenuBar) owned by win32k.sys
  Entry 0x1237: 0xbf8ee551 (NtUserPaintMenuBar) owned by win32k.sys
  Entry 0x1238: 0xbf8ec965 (NtUserTranslateAccelerator) owned by win32k.sys
  Entry 0x1239: 0xbf8b6277 (NtUserTranslateMessage) owned by win32k.sys
  Entry 0x123a: 0xbf870533 (NtUserUnhookWindowsHookEx) owned by win32k.sys
  Entry 0x123b: 0xbf8f99c6 (NtUserUnhookWinEvent) owned by win32k.sys
  Entry 0x123c: 0xbf91428a (NtUserUnloadKeyboardLayout) owned by win32k.sys
  Entry 0x123d: 0xbf83d617 (NtUserUnlockWindowStation) owned by win32k.sys
  Entry 0x123e: 0xbf81fbad (NtUserUnregisterClass) owned by win32k.sys
  Entry 0x123f: 0xbf848bad (NtUserUnregisterUserApiHook) owned by win32k.sys
  Entry 0x1240: 0xbf913ad2 (NtUserUnregisterHotKey) owned by win32k.sys
  Entry 0x1241: 0xbf915b0a (NtUserUpdateInputContext) owned by win32k.sys
  Entry 0x1242: 0xbf912915 (NtUserUpdateInstance) owned by win32k.sys
  Entry 0x1243: 0xbf86ec6c (NtUserUpdateLayeredWindow) owned by win32k.sys
  Entry 0x1244: 0xbf916682 (NtUserGetLayeredWindowAttributes) owned by win32k.sys
  Entry 0x1245: 0xbf86a9b8 (NtUserSetLayeredWindowAttributes) owned by win32k.sys
  Entry 0x1246: 0xbf84e928 (NtUserUpdatePerUserSystemParameters) owned by win32k.sys
  Entry 0x1247: 0xbf913fe4 (NtUserUserHandleGrantAccess) owned by win32k.sys
  Entry 0x1248: 0xbf80191c (NtUserValidateHandleSecure) owned by win32k.sys
  Entry 0x1249: 0xbf8c853b (NtUserValidateRect) owned by win32k.sys
  Entry 0x124a: 0xbf80a6d8 (NtUserValidateTimerCallback) owned by win32k.sys
  Entry 0x124b: 0xbf8c3be1 (NtUserVkKeyScanEx) owned by win32k.sys
  Entry 0x124c: 0xbf90ea7a (NtUserWaitForInputIdle) owned by win32k.sys
  Entry 0x124d: 0xbf90d9b7 (NtUserWaitForMsgAndEvent) owned by win32k.sys
  Entry 0x124e: 0xbf803727 (NtUserWaitMessage) owned by win32k.sys
  Entry 0x124f: 0xbf912668 (NtUserWin32PoolAllocationStats) owned by win32k.sys
  Entry 0x1250: 0xbf877396 (NtUserWindowFromPoint) owned by win32k.sys
  Entry 0x1251: 0xbf90f1ce (NtUserYieldTask) owned by win32k.sys
  Entry 0x1252: 0xbf845980 (NtUserRemoteConnect) owned by win32k.sys
  Entry 0x1253: 0xbf9124ef (NtUserRemoteRedrawRectangle) owned by win32k.sys
  Entry 0x1254: 0xbf91253c (NtUserRemoteRedrawScreen) owned by win32k.sys
  Entry 0x1255: 0xbf912590 (NtUserRemoteStopScreenUpdates) owned by win32k.sys
  Entry 0x1256: 0xbf9125dd (NtUserCtxDisplayIOCtl) owned by win32k.sys
  Entry 0x1257: 0xbf8fb9f5 (NtGdiEngAssociateSurface) owned by win32k.sys
  Entry 0x1258: 0xbf8fc3e9 (NtGdiEngCreateBitmap) owned by win32k.sys
  Entry 0x1259: 0xbf8fb9c2 (NtGdiEngCreateDeviceSurface) owned by win32k.sys
  Entry 0x125a: 0xbf954c70 (NtGdiEngCreateDeviceBitmap) owned by win32k.sys
  Entry 0x125b: 0xbf8df82d (NtGdiEngCreatePalette) owned by win32k.sys
  Entry 0x125c: 0xbf906059 (NtGdiEngComputeGlyphSet) owned by win32k.sys
  Entry 0x125d: 0xbf9551cc (NtGdiEngCopyBits) owned by win32k.sys
  Entry 0x125e: 0xbf8e03b9 (NtGdiEngDeletePalette) owned by win32k.sys
  Entry 0x125f: 0xbf8fb948 (NtGdiEngDeleteSurface) owned by win32k.sys
  Entry 0x1260: 0xbf954df6 (NtGdiEngEraseSurface) owned by win32k.sys
  Entry 0x1261: 0xbf8ffc05 (NtGdiEngUnlockSurface) owned by win32k.sys
  Entry 0x1262: 0xbf8fbdeb (NtGdiEngLockSurface) owned by win32k.sys
  Entry 0x1263: 0xbf904be0 (NtGdiEngBitBlt) owned by win32k.sys
  Entry 0x1264: 0xbf8fffde (NtGdiEngStretchBlt) owned by win32k.sys
  Entry 0x1265: 0xbf9555c4 (NtGdiEngPlgBlt) owned by win32k.sys
  Entry 0x1266: 0xbf8fc48b (NtGdiEngMarkBandingSurface) owned by win32k.sys
  Entry 0x1267: 0xbf8fd285 (NtGdiEngStrokePath) owned by win32k.sys
  Entry 0x1268: 0xbf9557bb (NtGdiEngFillPath) owned by win32k.sys
  Entry 0x1269: 0xbf8fdf1a (NtGdiEngStrokeAndFillPath) owned by win32k.sys
  Entry 0x126a: 0xbf955926 (NtGdiEngPaint) owned by win32k.sys
  Entry 0x126b: 0xbf955a42 (NtGdiEngLineTo) owned by win32k.sys
  Entry 0x126c: 0xbf955b6b (NtGdiEngAlphaBlend) owned by win32k.sys
  Entry 0x126d: 0xbf955cea (NtGdiEngGradientFill) owned by win32k.sys
  Entry 0x126e: 0xbf955ec3 (NtGdiEngTransparentBlt) owned by win32k.sys
  Entry 0x126f: 0xbf8fea5a (NtGdiEngTextOut) owned by win32k.sys
  Entry 0x1270: 0xbf955368 (NtGdiEngStretchBltROP) owned by win32k.sys
  Entry 0x1271: 0xbf956990 (NtGdiXLATEOBJ_cGetPalette) owned by win32k.sys
  Entry 0x1272: 0xbf956a4c (NtGdiXLATEOBJ_iXlate) owned by win32k.sys
  Entry 0x1273: 0xbf956942 (NtGdiXLATEOBJ_hGetColorTransform) owned by win32k.sys
  Entry 0x1274: 0xbf8fd782 (NtGdiCLIPOBJ_bEnum) owned by win32k.sys
  Entry 0x1275: 0xbf8fd82f (NtGdiCLIPOBJ_cEnumStart) owned by win32k.sys
  Entry 0x1276: 0xbf954ee7 (NtGdiCLIPOBJ_ppoGetPath) owned by win32k.sys
  Entry 0x1277: 0xbf954f25 (NtGdiEngDeletePath) owned by win32k.sys
  Entry 0x1278: 0xbf954f5f (NtGdiEngCreateClip) owned by win32k.sys
  Entry 0x1279: 0xbf954f91 (NtGdiEngDeleteClip) owned by win32k.sys
  Entry 0x127a: 0xbf8fcded (NtGdiBRUSHOBJ_ulGetBrushColor) owned by win32k.sys
  Entry 0x127b: 0xbf95602f (NtGdiBRUSHOBJ_pvAllocRbrush) owned by win32k.sys
  Entry 0x127c: 0xbf956080 (NtGdiBRUSHOBJ_pvGetRbrush) owned by win32k.sys
