Offset(P)    #Ptr   #Hnd Access Name
0x018146b8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x018148b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msasn1.dll
0x018149c0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netapi32.dll
0x01814dd0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wintrust.dll
0x01819180      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\Microsoft\Microsoft Antimalware\Definition Updates\{3325940B-0517-42E7-8CB6-3E15EB55FE81}\mpengine.dll
0x018196f8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x0181b028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x0181b0c8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x0181b218      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x0181b388      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\webclnt.dll
0x0181bb80      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0181bc18      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x0181bf90      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Administrator\Application Data\Dropbox\bin\msvcr71.dll
0x0181cb50      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0181d770      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\browseui.dll
0x0181e028      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\vix.dll
0x0181e0e0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\colbact.dll
0x0181e298      1      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\h323log.txt
0x0181fde8      1      0 R--r-- \Device\HarddiskVolume1\Documents and Settings\Administrator\Application Data\Microsoft\CryptnetUrlCache\Content\2BF68F4714092295550497DD56F57004
0x01820540      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Administrator\Cookies\index.dat
0x01820ad0      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\MAPPING1.MAP
0x018218d0      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Administrator
0x018219d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lmhsvc.dll
0x01821c80      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMwareTray.exe
0x01821f00      1      1 ------ \Device\NamedPipe\net\NtControlPipe4
0x01822578      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x018231c0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\samsrv.dll
0x018365a8      1      0 -W-r-- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP124\snapshot\_REGISTRY_MACHINE_SYSTEM
0x0183d468      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x0183d580      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mprapi.dll
0x0183e028      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x0183e690      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\Recent
0x0183e8c0      3      1 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drivers\etc
0x0183ebc8      1      1 ------ \Device\NamedPipe\W32TIME
0x0183f190      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x0183f610      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x0183ff90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\user32.dll
0x01843208      1      0 R--r-- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP88\rp.log
0x018441a0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wow32.dll
0x018443b8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\url.dll
0x018445b8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\olethk32.dll
0x018447b8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\olesvr32.dll
0x018449d8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\olecnv32.dll
0x01844bd8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\olecli32.dll
0x01844f90      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\lz32.dll
0x01845e90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01845f90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01849a08      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x0184af28      2      1 ------ \Device\Afd\Endpoint
0x018523f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wininet.dll
0x01852508      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wldap32.dll
0x01852630      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\Desktop
0x018526c8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\autoUpgrade.dll
0x01852838      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\spool\drivers\w32x86\3\TP PS Driver 94C07F460FFC492dA6D2F93E151F58C0.BPD
0x01852b08      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eapolqec.dll
0x01852f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comctl32.dll
0x01853028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sfc_os.dll
0x01853420      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\Microsoft\Microsoft Antimalware\Definition Updates\Updates
0x01853da8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiutils.dll
0x01855420      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\crypt32.dll
0x018555a0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x01855b18      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptui.dll
0x01855f90      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\winhttp.dll
0x01856f90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01857028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netlogon.dll
0x018576a8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\pjlmon.dll
0x0185a0e0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x0185a320      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x0185ab48      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\psapi.dll
0x0185adf0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0185af90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\regapi.dll
0x0185b8a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\raschap.dll
0x0185be00      1      1 ------ \Device\Afd\Endpoint
0x0185c440      2      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\LocalService\Cookies\index.dat
0x0185c5b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\qutil.dll
0x0185d168      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS
0x0185d8c8      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\thinprint.dll
0x0185dab8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winspool.drv
0x0185db58      2      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x0185dd90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x0185e298      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wscsvc.dll
0x0185e6c0      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Security Essentials\msseces.exe
0x0185ff90      1      0 R--r-d \Device\HarddiskVolume1\PROGRA~1\MICROS~2\MpOAv.dll
0x01860028      2      1 ------ \Device\NamedPipe\keysvc
0x018607e0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x018615c0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x018617b8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01861ab8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ieframe.dll
0x01862028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wbem\fastprox.dll
0x01862298      1      1 R--r-- \Device\HarddiskVolume1\Program Files\Microsoft Security Essentials\en-us\MsMpRes.dll.mui
0x01862398      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\resutils.dll
0x01863348      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01863900      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\catsrvut.dll
0x01864170      1      1 ------ \Device\NamedPipe\ROUTER
0x018665e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sortkey.nls
0x01866a60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ctype.nls
0x01866c98      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01867558      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\srclient.dll
0x01867628      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntmarta.dll
0x01867cf0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01869160      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rsaenh.dll
0x018693f0      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\glib-2.0.dll
0x018694d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comres.dll
0x01869bf0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01869c88      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\hnetcfg.dll
0x0186cf90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0186dd40      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\hgfsUsability.dll
0x01873878      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01873ab0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.6001.22319_x-ww_f0b4c2df\GdiPlus.dll
0x01873d78      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\cryptnet.dll
0x01873f50      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\regsvc.dll
0x01874028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kernel32.dll
0x01874138      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01874c30      3      1 ------ \Device\NamedPipe\net\NtControlPipe11
0x01875480      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ctfmon.exe
0x01875d60      1      1 -WD--- \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\Microsoft\Microsoft Antimalware\IMpServiceBCF43643-A118-4432-AEDE-D861FCBCFCDE.lock
0x01876470      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\rsaenh.dll
0x01876c08      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ole32.dll
0x01876df0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\iphlpapi.dll
0x01877d28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\iphlpapi.dll
0x01878600      1      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\gmodule-2.0.dll
0x018786e8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wuauserv.dll
0x01878d68      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\cfgmgr32.dll
0x0187a830      1      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0187af28      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x0187bb50      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\dmserver.dll
0x0187beb0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\oakley.dll
0x0187c098      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0187c130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dnsapi.dll
0x0187c348      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\WgaLogon.dll
0x0187db60      1      1 ------ \Device\Afd\Endpoint
0x0187de90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x018804f0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemprox.dll
0x01883918      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\stobject.dll
0x0189ac00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\secur32.dll
0x0189d160      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\bthci.dll
0x0189d648      1      0 -WD--- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP124\snapshot\Repository\FS\MAPPING2.MAP
0x0189dcd8      1      1 ------ \Device\NamedPipe\net\NtControlPipe8
0x0189df90      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\psbase.dll
0x0189e6c0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x018a0dd0      2      1 ------ \Device\NamedPipe\winlogonrpc
0x018a27b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvcrt.dll
0x018a3428      3      1 ------ \Device\NamedPipe\net\NtControlPipe8
0x018b82f0      1      1 ------ \Device\NamedPipe\net\NtControlPipe6
0x018b86b8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x018bb170      2      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\config\AppEvent.Evt
0x018bb778      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x018bbf90      2      1 ------ \Device\NamedPipe\SfcApi
0x018bec88      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS
0x018bee40      2      1 R--rw- \Device\HarddiskVolume1\Program Files\xerox\nwwia
0x018bef68      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0427
0x018bf220      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\SpeechEngines\Microsoft\Lexicon\1033
0x018bf308      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\IME\PINTLGNT
0x018bf3f0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\shared
0x018bf488      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imkr6_1
0x018bf570      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\MSInfo
0x018bf658      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Internet Explorer\Connection Wizard
0x018bf740      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\xircom
0x018bf828      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imkr6_1\applets
0x018bf8c0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imjp8_1\applets
0x018bf9d8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Internet Explorer
0x018bfbe0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x018bfc88      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x018bfd70      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0009
0x018bfea8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imkr6_1\dicts
0x018bff40      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\usmt
0x018c0060      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna
0x018c0210      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x018c04a8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\dllcache
0x018fec90      3      2 ------ \Device\RawIp\255
0x01900028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\w32time.dll
0x01900750      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mswsock.dll
0x01908038      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01908150      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x019084a8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01908550      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01908aa0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x0190a468      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ntshrui.dll
0x0190abd8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x0190ad48      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x0190af90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\version.dll
0x0190b3d0      1      0 -W-r-- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP123\snapshot\_REGISTRY_USER_NTUSER_S-1-5-18
0x0190baa8      1      0 -W-r-- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP123\snapshot\_REGISTRY_MACHINE_SYSTEM
0x0190d1a8      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\Local Settings\Application Data\Microsoft\CD Burning
0x0190d318      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Desktop
0x0190d918      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.MFCLOC_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_91481303\mfc80ENU.dll
0x0190dbf8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x0190dd48      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.762_x-ww_6b128700
0x0190deb8      3      1 RW-rwd \Device\HarddiskVolume1\Documents and Settings\Administrator\Application Data\Dropbox\shellext\l\4e7fd67a
0x01911558      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\hid.dll
0x01911740      1      1 ------ \Device\Afd\Endpoint
0x01911e00      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01912190      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winsrv.dll
0x01912260      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drivers\dxg.sys
0x01912330      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vmx_fb.dll
0x01912400      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vga.dll
0x019124d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winlogon.exe
0x019125a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\authz.dll
0x01912698      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\nddeapi.dll
0x01912900      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wkssvc.dll
0x01912ba0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\profmap.dll
0x01913028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202\comctl32.dll
0x01913440      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01913848      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01913f30      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x01914978      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01915698      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\netman.dll
0x01915d30      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01915e28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\fltlib.dll
0x01916e68      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Security Essentials\MsMpEng.exe
0x019170d8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmisvc.dll
0x019176c0      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Windows Catalog.lnk
0x01917758      2      1 ------ \Device\NamedPipe\W32TIME
0x01919490      3      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\wiaservc.log
0x019196e0      2      1 ------ \Device\Afd\Endpoint
0x0191a028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ncobjapi.dll
0x0191a148      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ulib.dll
0x0191a9a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\svchost.exe
0x0191aa40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shfolder.dll
0x0191abb0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x0191ad28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\esent.dll
0x0191b238      4      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\SAM
0x0191b408      4      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\system
0x0191c028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mspatcha.dll
0x0191caf8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0191f428      2      1 ------ \Device\Afd\Endpoint
0x0191f628      3      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0191fb20      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Windows Update.lnk
0x01920028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\srvsvc.dll
0x019207c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasman.dll
0x01920a70      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01920c18      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x019216a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\micross.ttf
0x01921ae8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x01922298      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01922440      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\pstorsvc.dll
0x019226e8      1      1 ------ \Device\NamedPipe\net\NtControlPipe7
0x019228f8      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\Microsoft\Microsoft Antimalware\MpScanCache-1.bin
0x019254d8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x019255d8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\explorer.exe
0x019257d8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wbem\esscli.dll
0x01926370      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winscard.dll
0x01926488      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\sserife.fon
0x01929af8      1      0 -W-r-- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP124\snapshot\_REGISTRY_USER_.DEFAULT
0x0192c118      1      1 -W-rw- \Device\HarddiskVolume1\WINDOWS\Debug\PASSWD.LOG
0x0192e328      1      0 -W-r-- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP124\snapshot\_REGISTRY_MACHINE_SECURITY
0x0192e6b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\desk.cpl
0x0192ea30      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\ping.exe
0x0197ec58      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0197ed00      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x01981d00      1      0 -W---- \Device\HarddiskVolume1\System Volume Information\_restore{4B989CFC-740C-440A-BDD6-14C17F1C60F1}\RP123\drivetable.txt
0x019825e8      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\batt.dll
